gender,marital_status,city,education_level,department,income_class,age,years_experience,weekly_hours,bonus_percentage,performance_score,overtime_hours,monthly_income,predicted_income,income_gap,gap_flag
Female,Married,Surabaya,D3,IT,High,32.0,24.0,47.5,14.5,76.1,2.8,13634,15685.500650579466,-2051.5006505794663,Underpaid
Female,Married,Surabaya,S1,IT,High,44.0,13.0,35.0,9.9,75.2,10.5,10996,10428.886454303249,567.1135456967513,Overpaid
Male,Single,Jakarta,SMA,HR,Low,26.0,11.0,37.9,1.8,71.0,20.4,8114,8578.431763732711,-464.43176373271126,Fair
Female,Married,Jakarta,D3,IT,High,40.0,13.0,32.7,11.2,78.1,16.5,10624,10303.757499336101,320.2425006638987,Fair
Male,Married,Surabaya,S1,HR,High,40.0,14.0,44.9,9.9,82.8,10.9,11976,11711.817925379015,264.1820746209851,Fair
Male,Single,Bandung,S1,Marketing,Low,33.0,9.0,40.7,9.9,71.7,11.5,8373,7945.440720475653,427.5592795243474,Fair
Male,Single,Surabaya,S1,Sales,Low,38.0,7.0,35.9,5.0,50.1,6.6,8040,6768.806117547601,1271.1938824523986,Overpaid
Female,Married,Jakarta,S1,IT,High,25.0,13.0,38.0,9.9,79.7,8.2,10825,10797.972611304962,27.0273886950381,Fair
Female,Single,Bandung,SMA,Marketing,High,42.0,12.0,48.4,7.8,96.3,9.8,11167,11291.729326203156,-124.72932620315623,Fair
Male,Married,Surabaya,S1,IT,Low,34.0,6.0,39.6,9.9,71.2,10.8,5247,6660.282314475101,-1413.282314475101,Underpaid
Female,Married,Jakarta,D3,Finance,High,31.0,17.0,39.1,9.9,60.3,15.1,12449,12390.88227965696,58.117720343039764,Fair
Male,Single,Bandung,SMA,HR,Low,43.0,11.0,35.3,9.9,81.8,9.8,7786,8354.358413203508,-568.3584132035085,Underpaid
Female,Divorced,Bandung,SMA,HR,Low,29.0,14.0,40.0,9.9,92.4,12.6,8957,10005.1873789644,-1048.1873789643996,Underpaid
Female,Single,Bandung,D3,Finance,High,24.0,10.0,39.2,9.9,80.3,5.0,12059,9911.666431367228,2147.333568632772,Overpaid
Female,Single,Jakarta,SMA,Finance,High,23.0,10.0,41.6,6.4,92.2,5.2,10626,10151.346364600113,474.6536353998872,Fair
Male,Married,Surabaya,D3,Sales,High,40.0,12.0,45.5,8.5,82.9,5.6,10915,11033.946811478438,-118.94681147843767,Fair
Male,Single,Jakarta,SMA,Finance,High,25.0,14.0,28.8,11.3,82.1,9.8,10307,10571.659468445405,-264.65946844540485,Fair
Male,Married,Jakarta,SMA,Finance,Low,49.0,6.0,40.0,9.9,69.8,0.1,7208,6734.229443421071,473.77055657892925,Fair
Male,Divorced,Bandung,S1,Finance,Low,18.0,10.0,37.1,9.8,77.9,10.0,7835,8254.246977513914,-419.2469775139143,Fair
Female,Single,Surabaya,D3,Sales,Low,49.0,11.0,40.0,9.9,74.7,17.0,7922,8704.828487421157,-782.8284874211568,Underpaid
Male,Single,Bandung,D3,Finance,Low,37.0,5.0,39.3,12.2,74.4,13.3,4674,6439.951299077749,-1765.9512990777494,Underpaid
Male,Single,Jakarta,S1,IT,High,34.0,22.0,39.4,9.9,72.5,8.2,15170,14309.072971541187,860.9270284588129,Overpaid
Male,Married,Bandung,S1,IT,Low,35.0,3.0,40.0,9.5,77.3,6.5,6691,5604.05470869073,1086.94529130927,Overpaid
Female,Single,Jakarta,S1,Finance,Low,38.0,4.0,35.5,10.7,62.0,14.0,6461,5697.128345474375,763.8716545256248,Overpaid
Female,Single,Jakarta,D3,IT,High,35.0,17.0,44.7,8.7,83.1,11.5,12136,12897.54844242129,-761.54844242129,Underpaid
Male,Married,Jakarta,S1,Sales,High,44.0,14.0,42.2,9.9,66.2,8.8,12572,11469.281324019974,1102.718675980026,Overpaid
Male,Married,Bandung,SMA,Sales,Low,36.0,5.0,38.4,9.7,72.5,7.1,8383,6299.297337321388,2083.702662678612,Overpaid
Female,Single,Surabaya,SMA,IT,High,36.0,13.0,48.0,9.9,78.3,10.4,11908,11603.448894885194,304.551105114806,Fair
Male,Divorced,Bandung,D3,Finance,High,32.0,17.0,47.8,10.5,65.7,8.5,14765,13189.434507195298,1575.5654928047024,Overpaid
Female,Single,Jakarta,S1,HR,High,35.0,10.0,44.7,9.9,55.3,13.9,10340,10187.108256128564,152.89174387143612,Fair
Female,Married,Bandung,SMA,Sales,High,37.0,23.0,24.9,18.8,71.2,16.2,13761,13548.93248069095,212.0675193090501,Fair
Male,Single,Jakarta,SMA,Finance,Low,21.0,1.0,47.9,9.9,60.7,3.2,4625,5626.444538754411,-1001.444538754411,Underpaid
Male,Married,Surabaya,SMA,Marketing,High,24.0,13.0,44.0,8.0,82.1,3.9,9284,11221.981774799515,-1937.9817747995148,Underpaid
Male,Single,Surabaya,S1,IT,High,35.0,16.0,50.0,12.1,63.5,16.7,12558,12846.059460240998,-288.0594602409983,Fair
Female,Single,Jakarta,S1,IT,High,36.0,14.0,46.2,9.9,89.9,10.8,11382,11908.133398094862,-526.1333980948621,Underpaid
Female,Single,Surabaya,SMA,Sales,Low,34.0,9.0,47.9,9.1,74.9,4.3,9074,8649.223757827069,424.77624217293123,Fair
Male,Divorced,Jakarta,S1,Sales,Low,35.0,9.0,44.4,9.9,75.6,14.9,8827,8400.804393565983,426.19560643401746,Fair
Male,Single,Bandung,S1,Marketing,Low,38.0,12.0,46.7,9.9,55.2,11.7,8381,9488.30765306909,-1107.3076530690905,Underpaid
Female,Single,Bandung,S1,Marketing,High,35.0,14.0,50.0,11.5,76.4,21.0,12776,12142.225270336048,633.7747296639518,Overpaid
Male,Married,Surabaya,SMA,Finance,High,29.0,13.0,41.1,9.9,74.2,8.8,11503,11062.627825861171,440.372174138829,Fair
Male,Single,Surabaya,S1,HR,High,37.0,15.0,32.1,9.9,62.0,15.5,11085,11030.084287982638,54.91571201736224,Fair
Female,Married,Jakarta,D3,Finance,Low,27.0,10.0,38.5,4.4,75.9,2.8,5177,8240.043858686153,-3063.043858686153,Underpaid
Female,Married,Surabaya,S1,IT,Low,38.0,9.0,41.9,7.9,71.0,17.0,9062,7978.209537700613,1083.7904622993874,Overpaid
Male,Married,Surabaya,D3,Finance,Low,43.0,8.0,33.8,9.9,75.3,18.0,7851,7011.522115299948,839.4778847000516,Overpaid
Male,Married,Bandung,S1,Sales,Low,37.0,11.0,36.3,9.9,77.5,9.5,8951,8417.623517481288,533.3764825187118,Overpaid
Female,Married,Jakarta,SMA,Finance,High,43.0,23.0,44.0,12.1,74.1,4.1,16085,15074.530649242786,1010.4693507572138,Overpaid
Female,Married,Jakarta,S1,Finance,High,48.0,11.0,47.9,9.9,79.7,7.0,9426,10842.191940211846,-1416.1919402118456,Underpaid
Male,Single,Surabaya,SMA,Marketing,High,43.0,10.0,44.6,9.9,69.7,1.2,10380,10068.327757725161,311.67224227483894,Fair
Female,Single,Bandung,S1,HR,High,20.0,11.0,40.0,9.9,64.4,5.4,10731,10276.46614460537,454.5338553946294,Fair
Male,Married,Jakarta,S1,Marketing,Low,25.0,7.0,39.6,11.9,67.9,12.1,7676,7056.383268635512,619.6167313644883,Overpaid
Female,Married,Surabaya,S1,HR,Low,30.0,10.0,31.3,13.7,89.4,9.8,7076,7656.249492523695,-580.2494925236952,Underpaid
Female,Single,Jakarta,S1,Finance,High,35.0,16.0,37.7,8.9,84.6,8.9,11089,12031.761878899233,-942.7618788992331,Underpaid
Female,Single,Surabaya,S1,HR,Low,39.0,11.0,38.7,9.9,87.1,6.0,7539,8645.791804813896,-1106.7918048138963,Underpaid
Female,Divorced,Bandung,D3,IT,Low,29.0,6.0,37.5,9.9,87.8,9.8,6056,6692.419313690036,-636.4193136900358,Underpaid
Male,Married,Bandung,S1,Marketing,Low,36.0,5.0,40.3,7.0,70.3,10.9,7237,6311.4842699316305,925.5157300683695,Overpaid
Male,Married,Surabaya,SMA,Marketing,Low,29.0,8.0,42.2,9.9,78.0,11.9,8616,7642.890094871933,973.1099051280671,Overpaid
Male,Married,Jakarta,S1,Marketing,High,30.0,10.0,44.3,9.1,75.8,5.0,9586,10088.382663618044,-502.3826636180438,Underpaid
Female,Single,Jakarta,S1,Sales,High,24.0,16.0,38.6,9.0,81.6,7.3,13345,12142.644319052946,1202.3556809470538,Overpaid
Female,Married,Bandung,D3,Sales,Low,28.0,3.0,30.5,10.4,72.1,17.7,4853,4939.884168416289,-86.88416841628896,Fair
Male,Married,Jakarta,D3,Finance,Low,24.0,8.0,37.6,9.9,75.9,15.8,7181,7430.545646791766,-249.54564679176565,Fair
Female,Single,Surabaya,D3,Finance,Low,35.0,11.0,40.2,9.9,75.7,2.6,8822,8769.215042645163,52.78495735483739,Fair
Male,Married,Surabaya,S1,Sales,Low,43.0,1.0,46.1,9.9,80.3,9.6,4880,5386.930160804945,-506.93016080494544,Underpaid
Female,Married,Surabaya,S2,Marketing,Low,27.0,6.0,37.2,9.9,81.6,17.3,6266,6506.63521996996,-240.63521996996042,Fair
Male,Divorced,Bandung,S1,Sales,Low,56.0,7.0,42.6,12.8,75.9,8.9,8709,7416.108106398212,1292.891893601788,Overpaid
Female,Single,Bandung,S1,HR,Low,35.0,6.0,40.0,9.4,76.2,8.7,7566,6860.5872322516325,705.4127677483675,Overpaid
Male,Married,Bandung,S2,Marketing,High,36.0,11.0,40.2,9.9,77.3,15.5,9202,10122.278798314765,-920.2787983147646,Underpaid
Male,Single,Surabaya,SMA,Sales,Low,35.0,9.0,44.7,9.9,91.5,14.9,8684,8447.98749053017,236.01250946983055,Fair
Male,Single,Surabaya,S1,Sales,High,35.0,12.0,37.1,9.9,65.3,8.7,10723,10356.858217911189,366.14178208881094,Fair
Male,Married,Jakarta,S1,IT,High,36.0,19.0,39.9,7.4,81.7,13.3,11651,13179.495273477034,-1528.495273477034,Underpaid
Male,Single,Bandung,S1,Sales,High,55.0,18.0,36.8,9.9,77.7,17.5,12509,12611.775214045512,-102.77521404551226,Fair
Male,Married,Jakarta,D3,Marketing,Low,34.0,0.0,42.5,9.9,77.6,9.8,4345,4638.311082443504,-293.31108244350435,Fair
Female,Married,Jakarta,SMA,Sales,High,44.0,13.0,36.4,9.9,81.7,8.0,10692,10688.021610649053,3.9783893509465997,Fair
Female,Married,Bandung,D3,Finance,Low,29.0,9.0,41.1,13.0,77.1,16.2,8726,8101.494455069055,624.5055449309448,Overpaid
Female,Single,Bandung,SMA,HR,High,35.0,11.0,39.5,9.9,69.4,20.2,9857,10205.092588796291,-348.09258879629124,Fair
Female,Single,Jakarta,SMA,Finance,Low,49.0,10.0,41.1,9.9,81.3,20.6,7871,8469.196945775291,-598.1969457752912,Underpaid
Male,Married,Jakarta,S1,Marketing,Low,30.0,11.0,37.7,8.2,75.2,8.1,8464,8415.274007218699,48.7259927813011,Fair
Female,Married,Jakarta,SMA,Finance,High,49.0,11.0,38.3,9.9,70.5,8.6,10115,10015.397766605052,99.60223339494769,Fair
Male,Single,Surabaya,S1,IT,Low,41.0,7.0,40.5,5.2,81.9,4.9,8364,7173.658878225902,1190.3411217740977,Overpaid
Male,Married,Jakarta,D3,Sales,Low,31.0,6.0,41.0,9.9,81.5,10.6,7753,6947.424461836864,805.5755381631361,Overpaid
Male,Single,Surabaya,S1,IT,Low,40.0,8.0,40.0,6.6,77.1,4.6,8828,7499.351482566131,1328.6485174338686,Overpaid
Male,Married,Bandung,SMA,HR,High,43.0,10.0,48.5,12.2,92.2,7.4,9381,10553.113396060862,-1172.1133960608622,Underpaid
Male,Single,Jakarta,D3,IT,High,40.0,13.0,35.0,7.0,88.3,13.5,9497,10572.676126208007,-1075.6761262080072,Underpaid
Male,Single,Bandung,SMA,IT,High,22.0,14.0,39.7,9.9,85.0,11.9,12088,11407.617829335253,680.3821706647468,Overpaid
Male,Divorced,Jakarta,S2,Sales,Low,29.0,8.0,32.1,16.6,100.7,0.9,7569,7143.901006321055,425.0989936789447,Fair
Male,Married,Bandung,S1,Sales,High,33.0,11.0,41.9,9.9,73.5,17.9,9742,10390.140772275457,-648.1407722754575,Underpaid
Female,Married,Jakarta,D3,Marketing,High,34.0,15.0,34.4,9.9,70.4,9.8,10690,11148.149149826306,-458.1491498263058,Fair
Female,Single,Surabaya,SMA,Sales,High,40.0,16.0,38.6,9.9,83.6,5.2,13129,12060.063304494917,1068.9366955050828,Overpaid
Female,Single,Bandung,S2,IT,Low,36.0,10.0,38.1,9.9,72.5,3.8,7044,8146.101975144003,-1102.1019751440026,Underpaid
Male,Married,Bandung,D3,HR,Low,24.0,9.0,41.4,9.9,75.1,6.7,8935,8085.005735315389,849.9942646846112,Overpaid
Male,Single,Jakarta,SMA,Sales,High,38.0,11.0,37.2,8.3,65.1,9.8,9157,10000.053503985326,-843.0535039853257,Underpaid
Female,Single,Surabaya,S1,Marketing,Low,40.0,4.0,37.0,16.0,81.1,5.6,4450,5744.497337477802,-1294.497337477802,Underpaid
Male,Single,Surabaya,S2,Marketing,High,39.0,9.0,47.2,9.9,60.3,2.3,10835,9878.520980112435,956.4790198875653,Overpaid
Female,Single,Surabaya,SMA,IT,Low,44.0,14.0,41.4,9.9,74.0,10.6,8452,9882.966957884968,-1430.966957884968,Underpaid
Female,Single,Jakarta,SMA,Sales,High,42.0,13.0,37.2,9.9,74.8,11.2,10341,10795.492020547816,-454.4920205478156,Fair
Male,Married,Bandung,S2,Sales,Low,39.0,9.0,38.7,6.4,70.6,21.2,8903,7818.1859017640545,1084.8140982359455,Overpaid
Male,Married,Jakarta,SMA,Marketing,High,34.0,11.0,48.2,14.8,57.4,12.4,9348,10716.146732595465,-1368.1467325954654,Underpaid
Female,Married,Surabaya,SMA,Sales,Low,22.0,6.0,38.8,8.0,57.4,7.5,7160,6682.279091427637,477.72090857236344,Fair
Male,Single,Surabaya,S1,IT,High,38.0,14.0,36.6,11.5,67.5,4.0,10431,10982.50275398686,-551.5027539868606,Underpaid
Male,Married,Bandung,S1,Finance,High,37.0,10.0,36.6,8.6,80.4,9.5,9646,9574.63172511124,71.36827488876042,Fair
Female,Single,Jakarta,D3,IT,High,35.0,9.0,37.3,8.2,77.9,12.2,11739,9234.996969706388,2504.003030293612,Overpaid
Female,Single,Jakarta,S2,Sales,Low,25.0,8.0,37.0,4.3,74.8,7.5,8041,7427.388851923932,613.6111480760683,Overpaid
Female,Single,Surabaya,S1,IT,Low,26.0,10.0,33.6,11.8,66.2,10.3,8964,7769.952229468536,1194.0477705314643,Overpaid
Male,Married,Bandung,SMA,Finance,Low,43.0,8.0,34.4,9.9,78.4,19.5,6463,7106.362238661735,-643.3622386617353,Underpaid
Female,Married,Bandung,S2,Finance,High,35.0,10.0,35.9,9.9,57.0,8.1,10300,9441.25042241594,858.7495775840598,Overpaid
Male,Divorced,Jakarta,SMA,Sales,High,35.0,18.0,38.1,9.9,72.6,14.4,13588,12792.746680020222,795.2533199797781,Overpaid
Female,Married,Jakarta,S1,HR,High,35.0,17.0,39.0,5.1,69.5,11.6,10970,12358.544392456379,-1388.5443924563788,Underpaid
Male,Single,Bandung,D3,IT,Low,43.0,6.0,46.4,13.7,85.1,9.8,6562,7338.164254389328,-776.1642543893277,Underpaid
Female,Single,Bandung,SMA,HR,High,31.0,10.0,46.5,7.3,76.6,12.1,10828,10435.712358236175,392.2876417638254,Fair
Other,Divorced,Surabaya,SMA,Sales,Low,36.0,7.0,38.6,9.9,91.5,9.8,7569,7191.51713361664,377.4828663833596,Fair
Female,Single,Bandung,D3,Sales,Low,31.0,8.0,36.8,10.7,69.5,12.2,9008,7387.242701694162,1620.757298305838,Overpaid
Female,Married,Jakarta,S1,Marketing,High,32.0,20.0,35.7,6.9,79.9,19.5,13932,13195.115626610928,736.8843733890717,Overpaid
Female,Divorced,Jakarta,S1,HR,Low,33.0,8.0,43.5,7.9,72.5,9.1,8856,7909.169673175433,946.8303268245672,Overpaid
Female,Married,Bandung,S2,Sales,High,37.0,12.0,39.0,11.1,88.8,15.4,9588,10586.789080670318,-998.7890806703181,Underpaid
Female,Married,Surabaya,SMA,Finance,High,31.0,13.0,38.1,2.7,73.0,3.9,10113,10793.704782615185,-680.7047826151847,Underpaid
Male,Married,Jakarta,SMA,Marketing,Low,45.0,5.0,35.9,14.9,83.5,2.4,7058,5978.948259881613,1079.051740118387,Overpaid
Female,Married,Jakarta,SMA,IT,Low,28.0,6.0,40.0,10.1,64.2,20.1,6472,6735.095524866538,-263.09552486653774,Fair
Male,Married,Surabaya,SMA,Marketing,Low,34.0,10.0,41.6,6.1,70.8,9.8,7344,8292.355991449796,-948.3559914497964,Underpaid
Female,Single,Bandung,SMA,IT,Low,31.0,6.0,33.4,6.9,74.2,13.2,6232,6272.718908309036,-40.718908309036124,Fair
Female,Married,Jakarta,S1,Finance,Low,47.0,4.0,45.0,13.0,87.6,15.8,5318,6490.911486575708,-1172.9114865757083,Underpaid
Female,Divorced,Jakarta,S2,Finance,Low,37.0,10.0,37.3,9.9,53.0,7.4,8962,8096.444618752757,865.5553812472426,Overpaid
Female,Married,Surabaya,S2,HR,High,35.0,10.0,39.3,9.9,71.7,14.1,13753,9721.425662928037,4031.574337071963,Overpaid
Female,Married,Bandung,SMA,Finance,High,23.0,11.0,33.3,9.9,71.3,13.4,9747,9720.107156809217,26.892843190782514,Fair
Female,Married,Surabaya,S1,IT,Low,37.0,3.0,39.9,9.9,54.2,3.5,4829,5471.757494500422,-642.7574945004217,Underpaid
Female,Married,Surabaya,D3,Marketing,Low,42.0,7.0,38.4,9.9,70.4,17.6,8068,6879.774301207224,1188.2256987927758,Overpaid
Male,Single,Bandung,SMA,Finance,Low,36.0,8.0,40.0,12.1,59.6,16.5,8076,7581.554031216007,494.4459687839926,Fair
Male,Married,Jakarta,S1,IT,Low,44.0,5.0,47.4,13.4,51.7,9.8,7842,6837.229017948854,1004.7709820511463,Overpaid
Male,Divorced,Surabaya,S1,HR,High,31.0,14.0,40.9,7.8,72.4,11.0,10799,11448.78891431117,-649.7889143111697,Underpaid
Female,Single,Jakarta,SMA,Marketing,High,46.0,14.0,40.0,9.9,72.0,8.8,10786,11246.47197067991,-460.47197067990965,Fair
Male,Divorced,Jakarta,D3,Finance,Low,53.0,4.0,36.4,8.2,72.6,17.1,6583,5755.9917796107,827.0082203892998,Overpaid
Male,Divorced,Jakarta,SMA,Finance,High,35.0,14.0,43.0,9.9,77.5,2.9,11280,11686.87510547597,-406.8751054759705,Fair
Male,Married,Surabaya,D3,HR,High,47.0,20.0,41.4,9.9,92.9,9.8,12323,13711.88641694337,-1388.886416943369,Underpaid
Male,Single,Bandung,S2,Marketing,High,48.0,24.0,43.4,9.9,74.7,13.7,16886,15312.781200022751,1573.2187999772486,Overpaid
Male,Married,Jakarta,SMA,Marketing,Low,31.0,5.0,43.0,9.9,87.9,16.9,6033,6634.251228440707,-601.2512284407067,Underpaid
Male,Single,Jakarta,D3,HR,High,32.0,24.0,47.1,9.1,58.2,9.0,16189,15702.627108047192,486.37289195280755,Fair
Female,Single,Jakarta,D3,Finance,Low,33.0,10.0,30.3,9.9,66.7,9.4,5954,7580.874853446621,-1626.8748534466213,Underpaid
Male,Divorced,Bandung,S1,Finance,Low,35.0,7.0,43.3,9.9,81.9,9.8,7604,7572.847953838401,31.152046161599174,Fair
Female,Married,Jakarta,D3,HR,High,35.0,12.0,40.0,9.9,72.7,9.8,12589,10568.879726201316,2020.1202737986841,Overpaid
Female,Single,Bandung,S1,Marketing,Low,27.0,7.0,40.0,6.5,64.3,11.4,7183,7126.157651495207,56.842348504793335,Fair
Male,Single,Surabaya,S1,HR,Low,35.0,12.0,35.6,6.9,56.6,9.3,8913,8648.368962597058,264.63103740294173,Fair
Male,Married,Bandung,S2,Finance,Low,35.0,3.0,35.7,12.8,82.3,7.5,4618,5362.483786352963,-744.4837863529629,Underpaid
Female,Married,Jakarta,S1,Sales,Low,35.0,9.0,36.4,8.2,81.5,7.7,6697,7693.835836613138,-996.8358366131379,Underpaid
Male,Married,Surabaya,S1,Sales,High,47.0,16.0,37.6,8.5,77.4,12.9,10629,11854.03047688169,-1225.0304768816895,Underpaid
Female,Single,Bandung,S1,IT,Low,27.0,10.0,41.2,12.9,70.0,9.8,7832,8438.70221202636,-606.7022120263591,Underpaid
Male,Married,Jakarta,S1,IT,High,43.0,11.0,44.3,9.9,63.9,8.8,10203,10410.024379767752,-207.02437976775218,Fair
Female,Single,Surabaya,D3,Finance,High,33.0,10.0,45.4,10.8,74.5,14.5,10987,10337.035745015002,649.9642549849978,Overpaid
Other,Single,Surabaya,D3,IT,High,35.0,16.0,35.8,10.1,61.8,11.2,11659,11660.233325326324,-1.2333253263241204,Fair
Female,Married,Bandung,D3,Sales,Low,40.0,2.0,35.8,9.9,67.5,4.8,4947,4919.571449179817,27.428550820182863,Fair
Female,Married,Jakarta,D3,Finance,High,26.0,10.0,46.6,8.4,87.6,9.9,10392,10477.61220832153,-85.61220832153049,Fair
Female,Married,Bandung,SMA,Finance,Low,38.0,9.0,43.2,8.3,56.5,12.2,7675,8141.587192721742,-466.5871927217422,Fair
Female,Married,Surabaya,S2,Finance,Low,36.0,11.0,40.0,6.8,81.8,14.9,8387,8711.870500717128,-324.8705007171284,Fair
Female,Married,Surabaya,D3,HR,High,39.0,15.0,42.4,11.4,89.9,6.2,10538,11929.932640659894,-1391.9326406598939,Underpaid
Male,Divorced,Jakarta,SMA,IT,High,37.0,4.0,40.0,8.0,83.2,9.8,14314,7579.689396084017,6734.310603915983,Overpaid
Male,Married,Surabaya,S1,Marketing,Low,55.0,5.0,42.6,9.9,79.0,6.5,8776,6430.8908742591275,2345.1091257408725,Overpaid
Male,Married,Jakarta,SMA,Sales,Low,30.0,0.0,38.3,9.3,70.4,6.8,2785,4407.414998702118,-1622.4149987021183,Underpaid
Other,Single,Bandung,SMA,IT,Low,31.0,7.0,41.3,6.8,68.5,12.0,7292,7260.787434757268,31.212565242732126,Fair
Male,Married,Surabaya,SMA,Sales,High,35.0,17.0,32.4,9.3,52.5,13.0,11948,11758.109661300903,189.8903386990969,Fair
Male,Divorced,Surabaya,D3,IT,Low,31.0,9.0,36.6,9.9,75.4,15.3,7877,7659.830029584255,217.1699704157454,Fair
Female,Single,Jakarta,D3,Marketing,Low,30.0,3.0,40.0,9.9,71.0,9.5,5494,5629.23455653729,-135.2345565372898,Fair
Male,Married,Jakarta,S1,Finance,Low,45.0,8.0,38.1,9.9,68.0,3.0,7237,7345.16511052444,-108.16511052444002,Fair
Female,Single,Bandung,S1,Finance,Low,35.0,3.0,35.4,9.9,74.8,13.3,4356,5374.697616303546,-1018.697616303546,Underpaid
Female,Single,Jakarta,D3,Sales,Low,35.0,4.0,37.3,9.9,75.6,10.8,5551,5914.5824060136765,-363.5824060136765,Fair
Female,Married,Surabaya,D3,HR,High,28.0,12.0,32.4,11.5,68.6,10.3,9569,9932.53637851739,-363.5363785173904,Fair
Female,Single,Bandung,D3,HR,Low,39.0,4.0,42.7,9.9,91.1,3.6,7557,6367.307580646531,1189.6924193534687,Overpaid
Female,Single,Bandung,S1,Sales,High,35.0,16.0,39.6,9.9,82.3,9.0,12335,12188.630467461988,146.3695325380122,Fair
Female,Married,Bandung,SMA,Sales,Low,40.0,10.0,40.0,9.9,84.0,4.0,7895,8364.99404333678,-469.9940433367792,Fair
Male,Married,Jakarta,SMA,Finance,High,37.0,10.0,35.8,13.0,74.0,12.4,9413,9493.769147968373,-80.76914796837264,Fair
Male,Married,Jakarta,S1,Finance,High,23.0,9.0,41.7,14.6,80.1,7.9,9668,9680.093721586536,-12.093721586536049,Fair
Male,Divorced,Surabaya,D3,Sales,High,47.0,14.0,37.3,14.6,66.0,7.4,10425,11112.117170242127,-687.117170242127,Underpaid
Female,Married,Bandung,SMA,IT,High,49.0,14.0,36.5,9.9,81.7,2.3,10506,10965.440792874186,-459.4407928741857,Fair
Female,Married,Bandung,SMA,IT,High,30.0,12.0,39.6,12.9,73.0,15.1,9536,10518.490905708488,-982.4909057084878,Underpaid
Male,Married,Bandung,S2,IT,High,32.0,13.0,41.7,9.9,64.8,9.8,11493,11005.907921514356,487.0920784856444,Fair
Female,Married,Surabaya,S1,HR,Low,37.0,9.0,32.8,7.5,74.8,10.4,7856,7298.723066699766,557.2769333002343,Overpaid
Female,Single,Jakarta,S1,Marketing,High,38.0,13.0,42.8,8.9,72.1,6.3,9370,11124.613427517499,-1754.613427517499,Underpaid
Male,Divorced,Jakarta,S1,IT,High,51.0,10.0,39.9,14.0,79.4,7.3,10481,9783.721294388446,697.278705611554,Overpaid
Female,Single,Jakarta,S2,Sales,High,34.0,9.0,40.0,9.9,90.8,8.1,10051,9601.63902956246,449.36097043753944,Fair
Female,Single,Jakarta,S2,IT,Low,29.0,8.0,37.4,9.9,86.3,11.5,7257,7416.520583811509,-159.5205838115089,Fair
Male,Married,Jakarta,SMA,Sales,Low,24.0,7.0,34.9,9.9,75.4,8.2,6292,6829.098176133326,-537.098176133326,Underpaid
Female,Divorced,Jakarta,S1,Marketing,High,29.0,12.0,38.6,9.9,70.6,6.4,11755,10449.47362859483,1305.5263714051707,Overpaid
Male,Single,Surabaya,SMA,Finance,High,35.0,17.0,48.1,8.5,57.6,2.5,14879,13114.957015993376,1764.0429840066245,Overpaid
Female,Married,Jakarta,SMA,Sales,High,49.0,16.0,33.2,6.1,66.3,10.2,11786,11472.362383145668,313.637616854332,Fair
Male,Single,Bandung,S1,HR,Low,31.0,4.0,48.5,9.9,81.6,6.0,5134,6828.446256268245,-1694.4462562682447,Underpaid
Female,Married,Bandung,D3,IT,High,37.0,16.0,38.7,13.3,72.0,16.6,11264,11929.18679113351,-665.1867911335103,Underpaid
Female,Married,Bandung,S2,IT,Low,35.0,8.0,40.2,10.6,78.8,9.8,6924,7535.353571641135,-611.3535716411352,Underpaid
Female,Single,Surabaya,SMA,IT,High,45.0,13.0,34.6,9.9,54.7,12.8,11769,10371.89720879106,1397.1027912089394,Overpaid
Female,Divorced,Jakarta,S1,Sales,Low,55.0,5.0,36.1,11.3,79.5,8.8,4589,6146.055458635674,-1557.0554586356739,Underpaid
Male,Married,Bandung,S2,Marketing,High,31.0,11.0,40.0,10.6,86.0,11.0,11052,10160.534962195545,891.4650378044553,Overpaid
Female,Single,Bandung,S2,Sales,High,31.0,12.0,34.8,9.9,57.2,5.5,9372,10189.395488279943,-817.3954882799426,Underpaid
Male,Single,Bandung,SMA,HR,Low,43.0,3.0,39.0,8.8,78.7,4.1,4198,5606.760066718719,-1408.760066718719,Underpaid
Male,Single,Jakarta,D3,IT,High,40.0,13.0,38.0,15.9,88.4,10.1,11283,10837.682678794668,445.3173212053316,Fair
Female,Married,Bandung,S1,Sales,High,50.0,17.0,49.3,18.0,91.8,12.9,14055,13302.547745922431,752.4522540775688,Overpaid
Male,Single,Jakarta,SMA,IT,Low,40.0,9.0,34.2,14.7,70.0,0.3,6651,7419.4393770668485,-768.4393770668485,Underpaid
Male,Single,Bandung,S2,HR,High,32.0,17.0,40.5,11.4,82.8,7.5,12526,12611.758891639967,-85.75889163996726,Fair
Female,Married,Bandung,S2,Finance,High,40.0,9.0,41.2,9.0,89.3,9.8,9999,9606.893923935644,392.1060760643559,Fair
Female,Single,Jakarta,SMA,Finance,High,44.0,14.0,34.6,7.6,79.0,12.4,10055,10960.55922478979,-905.5592247897894,Underpaid
Female,Single,Bandung,SMA,Finance,Low,42.0,1.0,43.4,7.8,87.9,17.7,6523,5297.789420193894,1225.2105798061057,Overpaid
Female,Married,Surabaya,SMA,IT,High,39.0,22.0,38.0,8.3,74.6,6.8,14056,14101.6560014121,-45.65600141210052,Fair
